id,emotion
1537160312218079232,optimism
1537160277870903296,optimism
1537160238549409792,joy
1537160036413317120,joy
1537160013482950656,joy
1537159715159003136,optimism
1537159668392505344,optimism
1537159597395300352,optimism
1537158719582003200,optimism
1537158596328312832,sadness
1537157995108474880,joy
1537157545265139712,sadness
1537157082776059904,joy
1537156524086263808,joy
1537156264496619520,optimism
1537156125862273024,joy
1537156084829388800,joy
1537156046074036224,anger
1537155132126662656,joy
1537154950136008704,joy
1537154838139658240,sadness
1537154555041001472,joy
1537154458962075648,joy
1537154200882274304,joy
1537154125883908096,joy
1537153795641200640,optimism
1537153528635981824,optimism
1537153439804833792,optimism
1537153280295555072,optimism
1537152718275485696,joy
1537152558409601024,joy
1537152342159769600,optimism
1537152183208132608,optimism
1537151720102436864,joy
1537151671666712576,optimism
1537151184548552704,joy
1537151071394619392,joy
1537151049580089344,joy
1537150826023632896,joy
1537150585928945664,joy
1537150216536834048,sadness
1537150186228748288,anger
1537150093069000704,joy
1537147541569032192,joy
1537140611991711744,optimism
1537138824312238080,joy
1537137164982669312,joy
1537137133617569792,sadness
1537136569542397952,joy
1537136381285261312,joy
1537134333689049088,joy
1537379685356675072,joy
1519061779707580416,optimism
1505854928111165440,joy
1505839028620378112,anger
1505835715376132096,optimism
1505835547016765440,optimism
1505834985575563264,sadness
1505834827228061696,optimism
1505834737595727872,optimism
1505834219926437888,joy
1505834152201003008,joy
1505833492298575872,optimism
1505668802125737984,sadness
1505657959501680640,sadness
1505632263802871808,sadness
1505612116253892608,joy
1505598421956272128,sadness
1505598067550031872,sadness
1505597611478241280,optimism
1505597475289288704,sadness
1505596937810190336,anger
1505596780863438848,optimism
1505594763050950656,sadness
1505593005134290944,joy
1505568257423646720,joy
1505558782813822976,sadness
1505517077246976000,joy
1505515367321546752,sadness
1505511811394977792,sadness
1505497714666188800,joy
1505487395675856896,optimism
1505483697176420352,sadness
1491842282861076480,joy
1491159248914751488,sadness
1491158980823257088,joy
1483368028318351360,joy
1483362428448612352,optimism
1483123377405636608,optimism
1483121808937259008,joy
1483121131452305408,joy
1473954715205570560,sadness
1473934428149886976,joy
1473747945770008576,sadness
1473724945616318464,sadness
1451596336344805376,joy
1451481093803323392,optimism
1450846875288965120,sadness
1449121316192276480,joy
1447951286633107456,joy
1447603624239042560,sadness
1447452656423907328,sadness
1447313918091747328,joy
1447253637965795328,joy
1447237924685242368,optimism
1447212932727721984,optimism
1447203064214171648,sadness
1447159906986037248,optimism
1447150778196664320,joy
1447142789628715008,joy
1447142131483791360,joy
1447141002230255616,joy
1447129239287996416,joy
1447123289130901504,optimism
1447121216788213760,joy
1447121093458898944,joy
1447120785856946176,joy
1447115376819642368,joy
1447114844591771648,sadness
1447109788152827904,sadness
1447107051956604928,sadness
1447098152775999488,joy
1447090438100426752,optimism
1447086880034541568,joy
1447085687216427008,joy
1447075998839676928,joy
1447038782411313152,joy
1447029309680488448,joy
1446997745135460352,joy
1446996703450738688,joy
1446992812197679104,joy
1446979790033104896,joy
1446973801011482624,joy
1446973513806516224,joy
1446973154581221376,joy
1446972840562003968,sadness
1446972554917330944,sadness
1446972120551075840,optimism
1446972103215943680,joy
1446971945283620864,joy
1446970727912116224,joy
1446970565525393408,joy
1446970258489757696,sadness
1446970086926036992,sadness
1446970056022368256,sadness
1446969983624482816,joy
1446969763679416320,sadness
1446968853725069312,sadness
1446968159509024768,sadness
1446967833548791808,joy
1446967650270208000,joy
1446967527897194496,sadness
1446966936802299904,joy
1446966900626542592,joy
1446966298353848320,sadness
1446966260982587392,sadness
1446965602967502848,sadness
1446965274578718720,sadness
1446965206014439424,sadness
1446965043413889024,sadness
1446964943413293056,sadness
1446964189206036480,sadness
1446963899425861632,joy
1446963778483073024,optimism
1446963663664033792,joy
1446963318070075392,optimism
1446963194640179200,optimism
1446963166366285824,joy
1446963133252349952,joy
1446963071549939712,sadness
1446963011974049792,optimism
1446962728493535232,sadness
1446962183691247616,anger
1446961826009391104,optimism
1446961795508449280,optimism
1446961099681718272,optimism
1446960937169195008,joy
1446960180499988480,optimism
1446960090775498752,optimism
1446959981354442752,optimism
1446959857584820224,optimism
1446959853365309440,sadness
1446959334580178944,optimism
1446959210240086016,sadness
1446959101204905984,optimism
1446958672240840704,sadness
1446958546617262080,optimism
1446957468991594496,sadness
1446955532598878208,joy
1446953010148556800,sadness
1446951274193334272,optimism
1446950998145179648,sadness
1446950885175791616,joy
1446950651523633152,sadness
1446950507474526208,sadness
1446949826655096832,joy
1446948281733496832,joy
1446947541040369664,joy
1446947256238804992,joy
1446946947143815168,joy
1446946870568304640,optimism
1446946512508968960,optimism
1446946260053864448,optimism
1446946209164300288,sadness
1446945815365312512,sadness
1446945665624457216,sadness
1446945637942112256,optimism
1446945001053868032,joy
1446944226961465344,sadness
1446944080609615872,optimism
1446943124949983232,optimism
1446942601240883200,sadness
1446942542700982272,optimism
1446942385297055744,joy
1446942197346144256,joy
1446942131008983040,sadness
1446941805593903104,optimism
1446941763441135616,sadness
1446941739877609472,joy
1446941466580901888,joy
1446941064657506304,joy
1446941020751532032,sadness
1446940969866305536,joy
1446940662537015296,sadness
1446940403098390528,joy
1446940258793410560,sadness
1446940164287238144,joy
1446939636786401280,joy
1446939592335237120,optimism
1446939564321484800,anger
1446939441570979840,joy
1446939088041488384,optimism
1446938923385643008,joy
1446938625879511040,joy
1446938351911804928,sadness
1446937404305285120,sadness
1446937278811619328,joy
1446936505260331008,joy
1446936291124338688,sadness
1446935913083330560,joy
1446935489605419008,optimism
1446934767870558208,optimism
1446934677613424640,joy
1446934006881300480,joy
1446933989579804672,optimism
1446933053926952960,optimism
1446932562866282496,sadness
1446932530821804032,sadness
1446932406066458624,optimism
1446932390773985280,joy
1446932104403693568,optimism
1446931951848501248,joy
1446931046780518400,joy
1446930874973499392,optimism
1446930326673149952,sadness
1446930201976377344,optimism
1446930159995604992,optimism
1446930003875307520,sadness
1446929802200485888,optimism
1446929524713721856,joy
1446929312440098816,joy
1446929286561206272,joy
1446929252587380736,joy
1446929158458814464,joy
1446928693612457984,sadness
1446928455904505856,joy
1446928451731140608,optimism
1446928096347795456,joy
1446927282329825280,optimism
1446927203426574336,joy
1446926986987941888,joy
1446926752421490688,optimism
1446926387793825792,joy
1446924670939369472,joy
1446924203983261696,joy
1446923835996098560,joy
1446920643455377408,joy
1446919903672512512,joy
1446919264460476416,optimism
1446907989642948608,sadness
1446904250546614272,optimism
1446895338376384512,sadness
1446894503223308288,joy
1446894320691265536,optimism
1446894319718313984,sadness
1446894049215066112,sadness
1446893518979485696,joy
1446889747641683968,joy
1446889439075110912,optimism
1446889212326854656,joy
1446889000191541248,joy
1446888594187202560,anger
1446887577127165952,joy
1446886015579394048,optimism
1446884373173768192,joy
1446883695399481344,joy
1446879293884219392,joy
1446878802072723456,optimism
1446878501768945664,sadness
1446878251469709312,optimism
1446877977875189760,sadness
1446872301631414272,joy
1446872219972407296,joy
1446872160748904448,sadness
1446871730782416896,joy
1446868790093008896,sadness
1446868706680786944,sadness
1446868319269793792,sadness
1446868129750073344,optimism
1446864224286879744,optimism
1446864086030028800,joy
1446863516766461952,optimism
1446863369936441344,optimism
1446863142756265984,joy
1446861447133372416,optimism
1446857885326192640,anger
1446857284643168256,sadness
1446856953829933056,joy
1446855437069037568,sadness
1446855085699571712,sadness
1446855040505982976,joy
1446851758362406912,joy
1446851757469016064,joy
1446851030373871616,joy
1446850532128219136,joy
1446850120679661568,optimism
1446850051440091136,joy
1446849527206617088,joy
1446849389314641920,optimism
1446849152772608000,optimism
1446848496091414528,optimism
1446848474792796160,joy
1446848409206415360,joy
1446848061779611648,joy
1446848055030988800,anger
1446848021921210368,sadness
1446847733462183936,optimism
1446847086188716032,optimism
1446846550655832064,optimism
1446845861632245760,joy
1446845830971932672,sadness
1446844964655312896,optimism
1446844411107762176,sadness
1446844268077797376,anger
1446843354533224448,optimism
1446843133329879040,joy
1446843039444516864,joy
1446842691342458880,joy
1446842481128181760,joy
1446842265402478592,optimism
1446842239896932352,sadness
1446842229302173696,joy
1446841380555436032,joy
1446840914505342976,optimism
1446839189606215680,anger
1446837785231564800,joy
1446835090831597568,optimism
1446832331222814720,sadness
1446830711378485248,joy
1446830518625050624,sadness
1446830131163672576,joy
1446829446430920704,optimism
1446829012148445184,optimism
1446828577262080000,optimism
1446826674906177536,sadness
1446391887041028096,optimism
1445836419461701632,sadness
1445462047605460992,sadness
1445451644519419904,sadness
1445446391262679040,sadness
1445410581532585984,sadness
1445388622946054144,sadness
1445329931278372864,sadness
1445194532027572224,joy
1444947247624503296,joy
1444946062121357312,optimism
1444939347384487936,joy
1444926968177250304,joy
1444724185868156928,sadness
1444708717291839488,joy
1444701269042532352,joy
1444700566433771520,joy
1444695748818481152,sadness
1444687697449299968,sadness
1444679573585682432,joy
1444662775146553344,sadness
1444658822799319040,optimism
1444658583191293952,optimism
1444657821845491712,sadness
1444654408126566400,joy
1444636031974789120,sadness
1444635485327052800,joy
1444635097999814656,joy
1444634428110786560,sadness
1444628002919309312,joy
1444627578065760256,joy
1444626864899825664,joy
1444625773818691584,sadness
1444625573985275904,joy
1444623831663063040,joy
1444576041574576128,sadness
1444444767220289536,sadness
1444444401237901312,joy
1443589341268242432,anger
1331211219852783616,optimism
1273584992606662656,sadness
1490635818532470784,optimism
1488129184211906560,optimism
1370061594776985600,optimism
1366380119007363072,optimism
1362132026732724224,optimism
1361804331473920000,optimism
1361736634853548032,joy
1361569238163415040,joy
1361417946547978240,anger
1361239534684561408,optimism
1361234308976025600,joy
1361229881334456320,optimism
1361200039205490688,joy
1361072710152048640,sadness
1360897829011656704,joy
1360818854025379840,optimism
1360747383404003328,optimism
1360717564222005248,joy
1360680187105595392,joy
1360627733328453632,optimism
1360627482475585536,optimism
1360627333762322432,joy
1360626975010881536,optimism
1360626294980018176,optimism
1360625569109602304,sadness
1360537390482419712,sadness
1360516138086596608,optimism
1360516085821435904,optimism
1360515609273004032,sadness
1360514882152628224,optimism
1360514814943113216,optimism
1360494040114995200,optimism
1360442771614687232,joy
1360384363196776448,optimism
1360368242024472576,optimism
1360335919098834944,joy
1360315256229224448,joy
1360314119174328320,anger
1360283170667700224,joy
1360282724922257408,optimism
1360270734766047232,optimism
1360254520421408768,optimism
1360211696007208960,optimism
1360204737086451712,anger
1360204477685526528,joy
1360203777727483904,joy
1360203452417265664,joy
1360203303183876096,anger
1360202476025176064,anger
1360200651087745024,anger
1360200022965571584,sadness
1360199836243492864,joy
1360199069872840704,optimism
1360198431046787072,anger
1360162767202889728,joy
1360156001916305408,joy
1360155449761402880,joy
1360154864085524480,joy
1360153639780835328,joy
1360123131147476992,optimism
1360099263246708736,optimism
1360044064154943488,optimism
1360028256909549568,joy
1360023875216691200,joy
1359992278803169280,sadness
1359988499475275776,optimism
1359965031295836160,anger
1359930530150678528,optimism
1359926645717692416,optimism
1359923262814306304,optimism
1359922289110876160,joy
1359921849409417216,joy
1359920582524076032,optimism
1359916410147926016,joy
1359911404279652352,joy
1359904355504295936,optimism
1359889817774026752,joy
1359882233419599872,optimism
1359872329120174080,joy
1359868705132457984,anger
1359863383797948416,joy
1359862972529664000,joy
1359862633382477824,joy
1359858126942597120,optimism
1359856138997489664,joy
1359855729159643136,joy
1359855577707536384,joy
1359855317580939264,optimism
1359855025288327168,sadness
1359854250373877760,optimism
1359854054126583808,joy
1359852795550199808,optimism
1359852416494161920,sadness
1359851781220663296,optimism
1359851468757622784,optimism
1359850324400480256,sadness
1359849676690886656,sadness
1359849334821502976,joy
1359849195079938048,joy
1359848885078945792,sadness
1359847312684687360,optimism
1359845324043517952,joy
1359844832009715712,optimism
1359844572143235072,joy
1359844182882410496,joy
1359843709551071232,joy
1359842504456208384,joy
1359835055904940032,joy
1359833497402228736,optimism
1359823647901425664,joy
1359816055603015680,optimism
1359812273804574720,sadness
1359809178135654400,optimism
1359797350743572480,optimism
1359790724057878528,sadness
1359774129457483776,sadness
1359762868342767616,joy
1359760289835724800,optimism
1359753389194825728,sadness
1359749362176299008,joy
1359749011155034112,joy
1359748755780562944,optimism
1359747691878772736,optimism
1359726194883715072,optimism
1359701568103145472,optimism
1359692509920722944,optimism
1359681411905708032,optimism
1359678203091034112,optimism
1359678054180741120,joy
1359660378821718016,joy
1359657825845264384,optimism
1359655699295346688,optimism
1359649340978057216,joy
1359644338385543168,joy
1359643963007922176,anger
1359643113409642496,optimism
1359642391649673216,anger
1359634429682008064,optimism
1359632853810708480,joy
1359632199079907328,optimism
1359628174120939520,optimism
1359625682352033792,optimism
1359622153709248512,joy
1359621129883770880,sadness
1359616611741794304,anger
1359611491926835200,sadness
1359608954913845248,anger
1359607686757769216,joy
1359606428487540736,optimism
1359606338897248256,joy
1359605955445538816,optimism
1359605384210743296,optimism
1359604072807022592,anger
1359603960932413440,optimism
1359602952332316672,optimism
1359602583023849472,optimism
1359602303850983424,optimism
1359601442286235648,joy
1359601392239996928,optimism
1359601268482838528,joy
1359600424429494272,optimism
1359596161305370624,joy
1359594551195877376,optimism
1359594222769364992,optimism
1359593932401881088,joy
1359591076265361408,joy
1359589899972804608,optimism
1359589176166019072,optimism
1359587760055726080,optimism
1359581409174773760,optimism
1359581376920629248,optimism
1359578345525116928,optimism
1359577728572411904,optimism
1359575208106065920,optimism
1359575091235987456,joy
1359575017042948096,optimism
1359574622455410688,joy
1359574554302103552,joy
1359574435603361792,sadness
1359574318045417472,joy
1359573756558135296,optimism
1359572808406355968,optimism
1359571501545095168,sadness
1359569727601987584,joy
1359569411028312064,joy
1359569222402211840,joy
1359569187694403584,sadness
1359567849619140608,sadness
1359567751698935808,sadness
1359567109928402944,joy
1359566750828929024,joy
1359566621690507264,sadness
1359566002615427072,optimism
1359565771794501632,sadness
1359565316913790976,optimism
1359565197111926784,joy
1359564855888535552,optimism
1359564595514474496,sadness
1359564382762590208,optimism
1359564331927691264,optimism
1359564262843310080,joy
1359564147437035520,optimism
1359564048799531008,joy
1359562914471043072,optimism
1359562791389134848,optimism
1359562340858032128,optimism
1359562255231299584,optimism
1359561867946033152,optimism
1359558546313121792,optimism
1359557337481158656,optimism
1359557250461925376,optimism
1359557098611343360,optimism
1359555845332357120,optimism
1359554557932675072,joy
1359553582928957440,joy
1359553285712150528,joy
1359552465075634176,sadness
1359552311245369344,joy
1359551946525454336,optimism
1359549633912066048,joy
1359549078661652480,joy
1359548814496063488,joy
1359548248927649792,sadness
1359547754154975232,sadness
1359547298850738176,joy
1359544768737517568,sadness
1359544434493452288,sadness
1359544186064764928,optimism
1359544143719112704,joy
1359543944816828416,joy
1359543041611210752,joy
1359542663897362432,optimism
1359540342635311104,optimism
1359539519092056064,joy
1359534746628333568,optimism
1359531347954593792,optimism
1359531329566736384,joy
1359530926968045568,optimism
1359530649791696896,optimism
1359530370933342208,optimism
1359529778462789632,optimism
1359527261569957888,optimism
1359527121023033344,joy
1359527006308810752,joy
1359522843504041984,optimism
1359518266826362880,anger
1359517803636744192,optimism
1359516111218356224,joy
1359516044533116928,optimism
1359516020101308416,optimism
1359510913607299072,joy
1359510911342567424,joy
1359510476590374912,optimism
1359510029263654912,optimism
1359509583933419520,optimism
1359508504223088640,optimism
1359506757610074112,joy
1359506287952867328,optimism
1359503539337367552,optimism
1359502249433722880,optimism
1359499695291326464,optimism
1359499602920169472,optimism
1359498046992711680,optimism
1359497700169949184,joy
1359497419294183424,joy
1359496163477626880,optimism
1359495950826356736,joy
1359495770832052224,optimism
1359494770037559296,joy
1359493487679438848,optimism
1359493294879887360,optimism
1359491049886998528,optimism
1359490781074063360,anger
1359490514374938624,joy
1359490428798701568,sadness
1359490398440337408,sadness
1359490366362292224,sadness
1359490338025394176,sadness
1359490287807172608,sadness
1359490137911144448,optimism
1359489942162989056,joy
1359489816069615616,optimism
1359488797055016960,optimism
1359488267947814912,optimism
1359488238247956480,optimism
1359487262518575104,optimism
1359487099058151424,optimism
1359486423129276416,joy
1359486094824325120,joy
1359485951857336320,optimism
1359485375014723584,optimism
1359485140498604032,optimism
1359484870825807872,joy
1359484799757537280,optimism
1359484471112839168,optimism
1359484380767485952,sadness
1359483732739170304,optimism
1359483500261474304,optimism
1359483380384100352,optimism
1359483321923883008,optimism
1359483151140216832,optimism
1359481988202323968,optimism
1359481969852223488,joy
1359481297916280832,joy
1359480002966913024,optimism
1359479310919340032,sadness
1359477773144850432,joy
1359477771626573824,joy
1359477442470162432,optimism
1359477186001043456,optimism
1359476659867561984,optimism
1359475581105152000,optimism
1359475401836421120,joy
1359475233959383040,joy
1359473742116749312,sadness
1359472592608894976,optimism
1359470404885245952,optimism
1359470147849891840,sadness
1359468727306223616,optimism
1359468314800648192,anger
1359468247922450432,joy
1359468038052052992,optimism
1359467636724142080,optimism
1359467548912328704,joy
1359466632154931200,sadness
1359466046919499776,optimism
1359465849120296960,sadness
1359465615040393216,joy
1359465482164830208,joy
1359465225691553792,anger
1359465013409423360,optimism
1359464983122366464,optimism
1359464969029484544,joy
1359464964021489664,joy
1359464916835569664,optimism
1359464657677934592,joy
1359464589952487424,joy
1359464341393784832,optimism
1359464325631598592,optimism
1359464099944534016,anger
1359463848261074944,optimism
1359463686356819968,optimism
1359463199200993280,optimism
1359463104124444672,anger
1359461920613531648,joy
1359460983400517632,optimism
1359460644999856128,optimism
1359459978038439936,optimism
1359459612525801472,optimism
1359459352248213504,joy
1359459333470380032,optimism
1359457607426199552,optimism
1359457428815888384,optimism
1359457155838078976,optimism
1359456516991025152,joy
1359455750913986560,optimism
1359455389193031680,optimism
1359454516291244032,optimism
1359454361928278016,joy
1359454262263242752,optimism
1359454204994215936,anger
1359453882389258240,sadness
1359453572631388160,optimism
1359453475621523456,optimism
1359453197585235968,sadness
1359453139406045184,optimism
1359452267691311104,optimism
1359451809744621568,joy
1359451743751458816,sadness
1359450960335151104,joy
1359450641807065088,joy
1359450475561680896,optimism
1359449940246863872,joy
1359448484798222336,sadness
1359448298462081024,optimism
1359448080358268928,optimism
1359447517826531328,optimism
1359447423597297664,optimism
1359447025960570880,optimism
1359446535478591488,optimism
1359446426061860864,sadness
1359446187787616256,optimism
1359446165260038144,joy
1359446078865764352,joy
1359445725172621312,optimism
1359445680964726784,joy
1359445147604385792,optimism
1359444855429214208,optimism
1359444585475407872,joy
1359444528097353728,optimism
1359444048923222016,joy
1359443886746308608,optimism
1359443582554415104,optimism
1359443426006212608,optimism
1359443256514347008,optimism
1359443087244804096,joy
1359442903089762304,anger
1359442621970567168,optimism
1359442596016308224,optimism
1359442528014131200,optimism
1359442279023472640,optimism
1359442056154935296,optimism
1359442000328687616,optimism
1359441932393586688,optimism
1359441819361300480,optimism
1359441526036774912,joy
1359441492503384064,optimism
1359440970010554368,optimism
1359440788967555072,optimism
1359440530099347456,optimism
1359440349266141184,optimism
1359439904997060608,optimism
1359439745911312384,joy
1359439661337346048,optimism
1359439607260135424,optimism
1359439466964910080,optimism
1359439393602367488,optimism
1359439351407652864,sadness
1359439181110468608,joy
1359439122226679808,optimism
1359439120674811904,anger
1359439114672693248,sadness
1359439060146790400,optimism
1359438832727392256,optimism
1359437953139961856,joy
1359437913352773632,sadness
1359437617243123712,optimism
1359437616664379392,sadness
1359437557952618496,optimism
1359437392378265600,joy
1359437312443228160,optimism
1359437105236217856,optimism
1359436840240115712,optimism
1359436226311421952,optimism
1359436071692550144,joy
1359435732503433216,optimism
1359435540974743552,optimism
1359434541241430016,optimism
1359434430025203712,optimism
1359433824971747328,optimism
1359433381696651264,optimism
1359433153203621888,optimism
1359433090112884736,optimism
1359433012979654656,sadness
1359432765599547392,optimism
1359432666140008448,optimism
1359432345028333568,optimism
1359431242064797696,optimism
1359431011864621056,optimism
1359430401090064384,optimism
1359430288204521472,joy
1359430140158238720,optimism
1359429893537361920,optimism
1359429866081443840,optimism
1359429843910295552,optimism
1359429683985678336,optimism
1359428940419497984,optimism
1359428660843978752,optimism
1359428625599201280,optimism
1359428551326507008,optimism
1359428270014550016,optimism
1359428238012010496,joy
1359428020340203520,optimism
1359427963230556160,optimism
1359427853893402624,optimism
1359427350446940160,joy
1359427163158700032,optimism
